source_type,source_row_id,ref_index,project_or_paper,repository,link_type,coverage_status,tested_candidate_count,candidate_ids,notes,best_candidate_id,best_strategy,best_paper_idea,best_proxy_formula,best_candidate_standalone_oos_sharpe,best_alpha_annualized,best_alpha_tstat_hac,best_information_ratio,best_appraisal_ratio,best_grs_f,best_grs_p_value,best_combined_minus_old_sharpe,best_beats_ff5mom_positive_alpha_5pct
paper_links,1,1,AlphaBench — Benchmarking Large Language Models in Formulaic Alpha Factor Mining,,,jkp_proxy_tested,1,repo_alphabench_formulaic_price_volume,In-spirit JKP-USA proxy was evaluated using approved JKP/return_pipeline data only.,repo_alphabench_formulaic_price_volume,long_short_decile_value_weighted,"AlphaBench frames LLM alpha mining as formula generation from price and volume operators, then portfolio evaluation by Sharpe and related metrics.",rank(ret_12_1)+rank(ret_6_1)+rank(rmax5_rvol_21d)+rank(dolvol_126d)-rank(rvol_252d)-rank(turnover_var_126d),-0.028626320181622,-0.0151435104024505,-2.1830180489439,-0.4542468039699128,-0.4542468039699128,4.703939772822773,0.0308842355846945,0.0937056097943618,False
paper_links,2,2,EFS — Evolutionary Factor Searching for Sparse Portfolio Optimization Using LLMs,,,jkp_proxy_tested,3,efs_short_reversal_low_noise;efs_sparse_top5_momentum_low_vol;efs_momentum_low_vol_breakout,In-spirit JKP-USA proxy was evaluated using approved JKP/return_pipeline data only.,efs_short_reversal_low_noise,long_short_decile_value_weighted,EFS discusses regime shifts toward mean reversion and downside/noise filtering in sideways markets.,-rank(ret_1_0)-rank(rvol_21d)+rank(qmj_safety),0.1884952535777132,0.0170898302409654,1.7561359581317666,0.335506499857959,0.335506499857959,2.5661371764809617,0.1102334738558264,0.0521035425497609,False
paper_links,3,3,AlphaAgent — LLM-Driven Alpha Mining with Regularized Exploration to Counteract Alpha Decay,,,jkp_proxy_tested,1,repo_alphaagent_decay_resistant_quality,In-spirit JKP-USA proxy was evaluated using approved JKP/return_pipeline data only.,repo_alphaagent_decay_resistant_quality,long_short_decile_value_weighted,"AlphaAgent regularizes LLM factor search for originality, hypothesis consistency, and complexity control to counter alpha decay and crowding.",rank(ope_be)+rank(ocf_me)+rank(qmj_safety)+rank(at_turnover)-rank(oaccruals_at)-rank(eqnetis_me)-rank(debt_gr1),0.796112448833211,0.0386072739075827,4.263717671948606,0.8896780849699887,0.8896780849699887,18.04445534208056,2.888206102173848e-05,0.3252555720608092,True
paper_links,5,5,QuantEvolver — Reinforcement Fine-Tuning for LLM-Based Alpha Factor Discovery,,,jkp_proxy_tested,1,repo_quantevolver_return_sharpe_proxy,In-spirit JKP-USA proxy was evaluated using approved JKP/return_pipeline data only.,repo_quantevolver_return_sharpe_proxy,long_short_decile_value_weighted,QuantEvolver uses executable seed expressions and reinforcement fine-tuning; this row repeats its risk-adjusted momentum seed in the unified in-spirit table.,ret_12_1 / abs(rvol_252d),0.3159540989730854,0.0032849190887483,0.6514961447297817,0.1488674768148226,0.1488674768148226,0.5052166407827975,0.4777728235471496,0.0104596756531498,False
paper_links,6,6,R&D-Agent-Quant — Multi-Agent Framework for Data-Centric Factors and Model Joint Optimization,,,jkp_proxy_tested,1,repo_rd_agent_factor_model_compact_ensemble,In-spirit JKP-USA proxy was evaluated using approved JKP/return_pipeline data only.,repo_rd_agent_factor_model_compact_ensemble,long_short_decile_value_weighted,"R&D-Agent-Quant presents a data-centric factor/model co-optimization loop aiming for compact, robust factor sets rather than one-off generated alphas.",rank(be_me)+rank(ope_be)+rank(gp_me)+rank(ret_12_1)-rank(rvol_252d)-rank(beta_252d)-rank(at_gr1),-0.0265063303206854,-0.0064081675102667,-0.7893129461197043,-0.1801855833183732,-0.1801855833183732,0.7401471513892136,0.390305355940118,0.0152886782028063,False
paper_links,7,7,Alpha-Jungle — LLM-Powered MCTS for Formulaic Factor Mining,,,jkp_proxy_tested,2,alpha_jungle_volatility_compression_trend;alpha_jungle_price_volume_momentum,In-spirit JKP-USA proxy was evaluated using approved JKP/return_pipeline data only.,alpha_jungle_volatility_compression_trend,long_short_decile_value_weighted,Alpha-Jungle examples include moving-average price changes and standard-deviation operators; this proxy tests trend after volatility compression.,rank(ret_3_1)+rank(ret_12_1)-rank(rvol_21d)-rank(ivol_capm_21d),0.248649543001841,0.0037555123654357,0.5927177925644949,0.1086334156538179,0.1086334156538179,0.2690325707674368,0.6043664080577519,0.0055827250855575,False
paper_links,8,8,FactorMiner — Self-Evolving Agent with Skills and Experience Memory for Financial Alpha Discovery,,,jkp_proxy_tested,1,paper_factorminer_memory_diverse_library,In-spirit JKP-USA proxy was evaluated using approved JKP/return_pipeline data only.,paper_factorminer_memory_diverse_library,long_short_decile_value_weighted,FactorMiner uses modular skills and experience memory to build a diverse low-redundancy library of formulaic alpha factors.,rank(ret_12_1)+rank(be_me)+rank(ope_be)+rank(qmj_safety)+rank(at_turnover)-rank(rvol_252d)-rank(debt_at)-rank(eqnetis_me),0.4217018465746468,0.0131709619823897,1.7311362752402977,0.3771166389773173,0.3771166389773173,3.2421222081675194,0.0727786755319622,0.0654254844325403,False
paper_links,9,9,CogAlpha — Cognitive Alpha Mining via LLM-Driven Code-Based Evolution,,,jkp_proxy_tested,1,paper_cogalpha_code_evolved_hybrid,In-spirit JKP-USA proxy was evaluated using approved JKP/return_pipeline data only.,paper_cogalpha_code_evolved_hybrid,long_short_decile_value_weighted,CogAlpha represents alphas as executable code and evolves diverse economically interpretable signals through a multi-agent quality-checking hierarchy.,rank(ret_12_1)+rank(ret_3_1)+rank(dolvol_126d)+rank(qmj)-rank(bidaskhl_21d)-rank(rvol_252d)-rank(turnover_var_126d),0.2962399913531134,0.0088753520401123,1.3192457799263746,0.2717344951856512,0.2717344951856512,1.6833233134100642,0.1954869248302031,0.0344600781854331,False
paper_links,10,10,FAMA — Factor Mining Agent,,,jkp_proxy_tested,1,fama_value_momentum_interpretable,In-spirit JKP-USA proxy was evaluated using approved JKP/return_pipeline data only.,fama_value_momentum_interpretable,long_short_decile_value_weighted,FAMA mines interpretable financial factors and cites momentum-style financial principles; this proxy tests a simple interpretable value/momentum/profitability factor.,rank(be_me)+rank(ret_12_1)+rank(ope_be)-rank(market_equity),0.4329822713699293,-0.0012947364460649,-0.1837938673961219,-0.0349346214632823,-0.0349346214632823,0.0278221107766955,0.8676408459207196,0.0005787096760543,False
paper_links,11,11,Alpha-GPT — Human-AI Interactive Alpha Mining for Quantitative Investment,,,jkp_proxy_tested,1,paper_alpha_gpt_interactive_formula,In-spirit JKP-USA proxy was evaluated using approved JKP/return_pipeline data only.,paper_alpha_gpt_interactive_formula,long_short_decile_value_weighted,Alpha-GPT is a human-AI interactive formulaic alpha mining system that summarizes and modifies top-performing symbolic alphas.,rank(be_me)+rank(ret_12_1)+rank(ope_be)+rank(gp_me)-rank(debt_at),0.3652038813174411,0.001311969600806,0.1469914115797572,0.0288646855523897,0.0288646855523897,0.0189937909322126,0.8904773620275964,0.0003951119207727,False
